sim,sampled_years,value_per_share
1788,"[2018, 2019, 2025, 2023, 2019]",2598.56
1789,"[2019, 2024, 2023, 2019, 2019]",2826.38
1790,"[2019, 2019, 2018, 2019, 2023]",3594.57
1791,"[2024, 2024, 2018, 2019, 2018]",2731.73
1792,"[2019, 2025, 2023, 2018, 2019]",2685.31
1793,"[2025, 2025, 2023, 2018, 2023]",3654.59
1794,"[2019, 2019, 2023, 2025, 2026]",2425.06
1795,"[2023, 2018, 2025, 2025, 2024]",2993.11
1796,"[2018, 2026, 2023, 2026, 2025]",2789.76
1797,"[2019, 2023, 2025, 2025, 2023]",3908.29
1798,"[2019, 2023, 2024, 2026, 2024]",3207.75
1799,"[2024, 2019, 2026, 2023, 2026]",2650.31
1800,"[2023, 2019, 2023, 2026, 2026]",2947.41
1801,"[2025, 2026, 2019, 2024, 2018]",2881.88
1802,"[2025, 2023, 2024, 2018, 2023]",3937.18
1803,"[2025, 2024, 2024, 2019, 2025]",2192.17
1804,"[2025, 2026, 2019, 2026, 2019]",2914.09
1805,"[2019, 2018, 2024, 2025, 2023]",3596.52
1806,"[2025, 2025, 2019, 2025, 2023]",3342.99
1807,"[2026, 2023, 2023, 2023, 2026]",3372.62
1808,"[2019, 2025, 2025, 2024, 2019]",2450.45
1809,"[2024, 2018, 2025, 2026, 2018]",2733.98
1810,"[2025, 2024, 2024, 2025, 2026]",2231.13
1811,"[2023, 2025, 2024, 2024, 2024]",3091.32
1812,"[2023, 2026, 2024, 2019, 2018]",3460.24
1813,"[2023, 2018, 2019, 2025, 2018]",2958.48
1814,"[2026, 2026, 2019, 2018, 2018]",3472.79
1815,"[2024, 2025, 2026, 2024, 2026]",2475.78
1816,"[2025, 2024, 2019, 2025, 2024]",2630.12
1817,"[2019, 2018, 2018, 2023, 2026]",2347.38
1818,"[2025, 2025, 2026, 2023, 2018]",2799.89
1819,"[2019, 2026, 2024, 2024, 2026]",2618.32
1820,"[2019, 2025, 2019, 2018, 2025]",2130.3
1821,"[2024, 2023, 2025, 2024, 2024]",3065.15
1822,"[2019, 2026, 2023, 2025, 2025]",2662.09
1823,"[2023, 2026, 2023, 2018, 2025]",3094.21
1824,"[2024, 2018, 2018, 2019, 2025]",2231.51
1825,"[2018, 2019, 2019, 2023, 2023]",3742.57
1826,"[2026, 2019, 2026, 2024, 2026]",2910.69
1827,"[2025, 2025, 2026, 2025, 2023]",3651.0
1828,"[2018, 2024, 2025, 2018, 2024]",2676.43
1829,"[2018, 2018, 2018, 2024, 2025]",2173.85
1830,"[2019, 2024, 2018, 2019, 2024]",2749.85
1831,"[2019, 2024, 2023, 2026, 2026]",2614.92
1832,"[2026, 2024, 2024, 2026, 2018]",3323.92
1833,"[2026, 2018, 2026, 2025, 2026]",2832.84
1834,"[2018, 2025, 2019, 2023, 2018]",2641.84
1835,"[2025, 2024, 2026, 2018, 2025]",2347.01
1836,"[2025, 2026, 2019, 2018, 2024]",2947.99
1837,"[2023, 2026, 2019, 2025, 2023]",4655.0
1838,"[2024, 2025, 2018, 2023, 2019]",2655.69
1839,"[2025, 2019, 2026, 2019, 2025]",2304.2
1840,"[2024, 2025, 2024, 2026, 2018]",2768.33
1841,"[2024, 2024, 2025, 2024, 2026]",2340.2
1842,"[2023, 2024, 2018, 2026, 2019]",3120.33
1843,"[2024, 2023, 2024, 2023, 2026]",2761.33
1844,"[2026, 2024, 2024, 2018, 2025]",2658.61
1845,"[2024, 2019, 2019, 2024, 2026]",2342.01
1846,"[2025, 2018, 2024, 2024, 2024]",2649.62
1847,"[2025, 2025, 2025, 2018, 2019]",2338.24
1848,"[2019, 2024, 2023, 2026, 2025]",2537.63
1849,"[2025, 2025, 2019, 2025, 2023]",3342.99
1850,"[2018, 2024, 2024, 2019, 2025]",2255.66
1851,"[2024, 2023, 2026, 2024, 2025]",2765.86
1852,"[2026, 2026, 2023, 2023, 2019]",3856.68
1853,"[2024, 2026, 2018, 2018, 2024]",3124.72
1854,"[2026, 2026, 2025, 2025, 2024]",3478.53
1855,"[2019, 2018, 2026, 2024, 2018]",2859.25
1856,"[2023, 2019, 2019, 2019, 2024]",3112.55
1857,"[2024, 2026, 2024, 2024, 2026]",2686.61
1858,"[2025, 2023, 2026, 2019, 2024]",3178.52
1859,"[2026, 2019, 2025, 2026, 2025]",2629.57
1860,"[2018, 2018, 2024, 2019, 2019]",2553.69
1861,"[2023, 2018, 2023, 2019, 2025]",2723.61
1862,"[2023, 2018, 2026, 2025, 2019]",3142.9
1863,"[2026, 2026, 2019, 2018, 2023]",4804.19
1864,"[2018, 2024, 2018, 2024, 2023]",3664.25
1865,"[2025, 2024, 2025, 2025, 2024]",2575.99
1866,"[2019, 2025, 2018, 2018, 2018]",2529.2
1867,"[2023, 2019, 2018, 2025, 2018]",2965.04
1868,"[2024, 2018, 2026, 2023, 2024]",3148.82
1869,"[2023, 2019, 2023, 2018, 2023]",4485.16
1870,"[2025, 2018, 2019, 2018, 2025]",2100.47
1871,"[2018, 2023, 2023, 2023, 2018]",3293.88
1872,"[2025, 2026, 2023, 2019, 2026]",2677.02
1873,"[2024, 2025, 2019, 2024, 2025]",2207.51
1874,"[2019, 2019, 2019, 2023, 2025]",2302.87
1875,"[2026, 2023, 2019, 2024, 2024]",3578.41
1876,"[2023, 2026, 2023, 2026, 2018]",3865.39
1877,"[2018, 2023, 2023, 2025, 2026]",2688.54
1878,"[2025, 2024, 2024, 2024, 2026]",2276.89
1879,"[2023, 2019, 2018, 2025, 2024]",3062.57
1880,"[2024, 2018, 2026, 2023, 2023]",4203.49
1881,"[2019, 2024, 2024, 2025, 2023]",3694.66
1882,"[2023, 2026, 2019, 2025, 2025]",2821.74
1883,"[2019, 2026, 2025, 2026, 2026]",2617.73
1884,"[2018, 2025, 2018, 2019, 2018]",2512.52
1885,"[2018, 2024, 2018, 2018, 2025]",2210.47
1886,"[2024, 2019, 2023, 2023, 2025]",2561.74
1887,"[2026, 2018, 2026, 2019, 2024]",3437.65
1888,"[2019, 2026, 2024, 2018, 2023]",4146.91
1889,"[2023, 2023, 2023, 2023, 2018]",3820.38
1890,"[2025, 2024, 2026, 2023, 2026]",2540.21
1891,"[2023, 2019, 2026, 2023, 2019]",3353.83
1892,"[2024, 2023, 2024, 2025, 2019]",2938.69
1893,"[2024, 2019, 2018, 2018, 2025]",2241.6
1894,"[2024, 2025, 2026, 2024, 2024]",2963.87
1895,"[2026, 2019, 2025, 2023, 2019]",3072.14
1896,"[2024, 2025, 2026, 2025, 2025]",2353.24
1897,"[2025, 2024, 2023, 2025, 2023]",3802.58
1898,"[2018, 2019, 2025, 2025, 2025]",2107.57
1899,"[2024, 2026, 2024, 2026, 2026]",2783.3
1900,"[2026, 2019, 2023, 2025, 2024]",3399.27
1901,"[2018, 2023, 2026, 2023, 2026]",2863.1
1902,"[2026, 2019, 2023, 2023, 2018]",3487.27
1903,"[2024, 2018, 2019, 2026, 2026]",2410.07
1904,"[2019, 2025, 2025, 2018, 2024]",2569.68
1905,"[2026, 2019, 2019, 2018, 2019]",2989.15
1906,"[2019, 2023, 2024, 2025, 2025]",2462.88
1907,"[2023, 2023, 2025, 2023, 2023]",4751.81
1908,"[2025, 2026, 2018, 2019, 2024]",2941.1
1909,"[2023, 2018, 2025, 2024, 2024]",3053.03
1910,"[2019, 2025, 2023, 2026, 2025]",2415.36
1911,"[2018, 2018, 2018, 2019, 2019]",2506.85
1912,"[2019, 2018, 2018, 2025, 2026]",2213.35
1913,"[2026, 2023, 2018, 2025, 2025]",2832.48
1914,"[2019, 2019, 2019, 2018, 2026]",2260.11
1915,"[2018, 2018, 2024, 2025, 2024]",2672.06
1916,"[2019, 2025, 2023, 2018, 2023]",3791.06
1917,"[2019, 2024, 2025, 2023, 2026]",2370.64
1918,"[2026, 2025, 2024, 2026, 2026]",2727.34
1919,"[2024, 2025, 2024, 2026, 2018]",2768.33
1920,"[2025, 2026, 2023, 2019, 2019]",3023.67
1921,"[2025, 2023, 2026, 2019, 2023]",4247.76
1922,"[2024, 2024, 2025, 2019, 2025]",2253.06
1923,"[2024, 2024, 2024, 2018, 2023]",3826.63
1924,"[2019, 2025, 2018, 2019, 2024]",2617.57
1925,"[2025, 2025, 2018, 2023, 2025]",2146.21
1926,"[2019, 2019, 2018, 2018, 2026]",2250.77
1927,"[2019, 2025, 2018, 2024, 2018]",2554.32
1928,"[2018, 2023, 2018, 2023, 2019]",2953.36
1929,"[2026, 2026, 2023, 2026, 2026]",3402.09
1930,"[2018, 2018, 2024, 2018, 2018]",2612.95
1931,"[2024, 2018, 2018, 2019, 2025]",2231.51
1932,"[2023, 2026, 2019, 2018, 2019]",3319.8
1933,"[2024, 2024, 2019, 2023, 2024]",2966.42
1934,"[2026, 2023, 2023, 2024, 2023]",5176.36
1935,"[2025, 2026, 2025, 2025, 2019]",2696.87
1936,"[2023, 2024, 2024, 2019, 2025]",2617.06
1937,"[2023, 2018, 2018, 2018, 2018]",2975.57
1938,"[2018, 2024, 2025, 2024, 2019]",2552.46
1939,"[2024, 2026, 2025, 2023, 2023]",4307.5
1940,"[2026, 2025, 2025, 2025, 2026]",2488.72
1941,"[2024, 2019, 2024, 2019, 2026]",2356.83
1942,"[2023, 2024, 2023, 2018, 2023]",4576.67
1943,"[2023, 2019, 2026, 2025, 2018]",3243.97
1944,"[2024, 2019, 2026, 2019, 2024]",3026.82
1945,"[2018, 2018, 2023, 2023, 2025]",2459.47
1946,"[2018, 2019, 2018, 2023, 2019]",2641.75
1947,"[2024, 2023, 2026, 2024, 2018]",3301.26
1948,"[2025, 2018, 2026, 2026, 2025]",2390.64
1949,"[2019, 2026, 2019, 2018, 2024]",3058.48
1950,"[2026, 2018, 2026, 2018, 2024]",3430.79
1951,"[2018, 2023, 2018, 2019, 2024]",2986.77
1952,"[2026, 2019, 2019, 2024, 2024]",3198.37
1953,"[2026, 2025, 2019, 2026, 2019]",3039.94
1954,"[2025, 2023, 2024, 2018, 2018]",2858.62
1955,"[2024, 2019, 2019, 2023, 2024]",2907.04
1956,"[2018, 2024, 2018, 2023, 2019]",2695.67
1957,"[2023, 2018, 2023, 2023, 2024]",3506.57
1958,"[2019, 2026, 2019, 2019, 2018]",2966.14
1959,"[2025, 2023, 2024, 2023, 2018]",2998.6
1960,"[2024, 2023, 2025, 2025, 2019]",2837.38
1961,"[2026, 2024, 2026, 2024, 2025]",2881.74
1962,"[2026, 2025, 2023, 2023, 2019]",3303.57
1963,"[2023, 2025, 2025, 2019, 2018]",2866.98
1964,"[2026, 2023, 2023, 2023, 2023]",5371.09
1965,"[2024, 2025, 2026, 2024, 2018]",2868.66
1966,"[2018, 2024, 2023, 2023, 2024]",3105.25
1967,"[2023, 2018, 2023, 2019, 2024]",3350.41
1968,"[2024, 2018, 2025, 2023, 2018]",2739.14
1969,"[2024, 2023, 2026, 2023, 2026]",2963.34
1970,"[2026, 2024, 2019, 2023, 2025]",2752.09
1971,"[2023, 2019, 2026, 2023, 2019]",3353.83
1972,"[2018, 2023, 2018, 2026, 2025]",2532.91
1973,"[2026, 2018, 2023, 2023, 2025]",2906.38
1974,"[2018, 2025, 2023, 2018, 2025]",2290.56
1975,"[2026, 2019, 2023, 2025, 2024]",3399.27
1976,"[2018, 2023, 2019, 2026, 2019]",2959.64
1977,"[2023, 2025, 2018, 2026, 2023]",4202.8
1978,"[2018, 2025, 2025, 2026, 2024]",2668.38
1979,"[2018, 2023, 2026, 2025, 2024]",3229.8
1980,"[2025, 2019, 2023, 2026, 2026]",2469.67
1981,"[2026, 2023, 2026, 2026, 2025]",3273.75
1982,"[2024, 2025, 2019, 2026, 2019]",2661.36
1983,"[2023, 2023, 2026, 2019, 2019]",3579.09
1984,"[2026, 2024, 2026, 2026, 2024]",3693.59
1985,"[2026, 2026, 2025, 2024, 2019]",3348.64
1986,"[2018, 2026, 2024, 2026, 2025]",2608.89
1987,"[2024, 2026, 2019, 2019, 2026]",2626.73
1988,"[2024, 2018, 2025, 2025, 2024]",2670.24
1989,"[2019, 2023, 2023, 2018, 2024]",3271.92
1990,"[2024, 2019, 2024, 2025, 2023]",3715.16
1991,"[2019, 2018, 2018, 2023, 2023]",3733.53
1992,"[2018, 2023, 2025, 2023, 2024]",3075.52
1993,"[2026, 2023, 2025, 2024, 2019]",3308.32
1994,"[2026, 2025, 2019, 2025, 2025]",2466.41
1995,"[2026, 2019, 2019, 2025, 2025]",2540.44
1996,"[2023, 2018, 2025, 2018, 2019]",2854.94
1997,"[2025, 2018, 2026, 2023, 2019]",2792.65
1998,"[2018, 2018, 2019, 2018, 2026]",2226.84
1999,"[2023, 2026, 2018, 2018, 2026]",2926.73
2000,"[2023, 2025, 2018, 2023, 2026]",2639.5
2001,"[2024, 2018, 2026, 2024, 2024]",3031.05
2002,"[2026, 2018, 2024, 2025, 2026]",2639.45
2003,"[2018, 2026, 2023, 2018, 2025]",2667.34
2004,"[2019, 2026, 2023, 2024, 2023]",4473.25
2005,"[2018, 2024, 2019, 2018, 2026]",2286.78
2006,"[2026, 2026, 2024, 2024, 2025]",2977.22
2007,"[2024, 2018, 2019, 2025, 2018]",2639.3
2008,"[2023, 2026, 2026, 2023, 2018]",3896.02
2009,"[2024, 2023, 2026, 2023, 2026]",2963.34
2010,"[2024, 2025, 2019, 2026, 2019]",2661.36
2011,"[2019, 2026, 2024, 2019, 2026]",2597.24
2012,"[2025, 2018, 2018, 2025, 2023]",3402.64
2013,"[2023, 2024, 2024, 2019, 2024]",3221.66
2014,"[2019, 2024, 2026, 2018, 2024]",3004.15
2015,"[2025, 2024, 2024, 2019, 2023]",3602.77
2016,"[2025, 2026, 2025, 2026, 2019]",2853.63
2017,"[2026, 2026, 2018, 2023, 2019]",3539.55
2018,"[2018, 2018, 2025, 2026, 2019]",2576.22
2019,"[2025, 2024, 2019, 2023, 2025]",2264.56
2020,"[2018, 2018, 2024, 2023, 2023]",3770.75
2021,"[2025, 2018, 2018, 2023, 2026]",2262.1
2022,"[2024, 2024, 2024, 2019, 2026]",2404.98
2023,"[2019, 2019, 2024, 2024, 2026]",2315.4
2024,"[2019, 2019, 2026, 2024, 2023]",3974.24
2025,"[2026, 2023, 2019, 2026, 2018]",3591.85
2026,"[2026, 2026, 2026, 2024, 2019]",3731.03
2027,"[2024, 2018, 2024, 2018, 2018]",2704.25
2028,"[2023, 2023, 2026, 2023, 2023]",5296.43
2029,"[2023, 2024, 2024, 2026, 2025]",2731.35
2030,"[2025, 2023, 2023, 2019, 2018]",3059.74
2031,"[2025, 2018, 2026, 2023, 2025]",2400.18
2032,"[2025, 2018, 2019, 2024, 2026]",2185.55
2033,"[2023, 2023, 2018, 2024, 2023]",4653.42
2034,"[2024, 2018, 2025, 2019, 2019]",2551.71
2035,"[2019, 2019, 2025, 2019, 2025]",2151.83
2036,"[2024, 2018, 2019, 2025, 2018]",2639.3
2037,"[2018, 2024, 2025, 2024, 2019]",2552.46
2038,"[2024, 2025, 2023, 2025, 2018]",2796.56
2039,"[2025, 2019, 2024, 2025, 2026]",2186.42
2040,"[2019, 2019, 2019, 2025, 2026]",2236.65
2041,"[2025, 2019, 2023, 2018, 2026]",2361.48
2042,"[2023, 2026, 2019, 2024, 2026]",2968.29
2043,"[2025, 2024, 2019, 2023, 2023]",3714.16
2044,"[2019, 2024, 2026, 2019, 2025]",2439.87
2045,"[2023, 2025, 2019, 2026, 2018]",3058.89
2046,"[2025, 2024, 2026, 2018, 2018]",2802.59
2047,"[2018, 2026, 2018, 2025, 2024]",2988.81
2048,"[2023, 2023, 2018, 2025, 2018]",3314.66
2049,"[2024, 2025, 2025, 2023, 2023]",3688.11
2050,"[2018, 2026, 2024, 2023, 2019]",3047.23
2051,"[2025, 2026, 2023, 2019, 2024]",3203.04
2052,"[2025, 2025, 2024, 2018, 2018]",2483.22
2053,"[2019, 2018, 2018, 2025, 2023]",3529.84
2054,"[2018, 2025, 2019, 2025, 2018]",2493.18
2055,"[2024, 2023, 2026, 2025, 2024]",3343.13
2056,"[2024, 2026, 2024, 2018, 2024]",3183.78
2057,"[2023, 2019, 2025, 2018, 2025]",2471.27
2058,"[2018, 2019, 2024, 2024, 2023]",3658.81
2059,"[2023, 2023, 2023, 2025, 2024]",3724.87
2060,"[2026, 2019, 2018, 2023, 2024]",3308.2
2061,"[2019, 2019, 2025, 2025, 2024]",2619.29
2062,"[2024, 2024, 2019, 2024, 2023]",3810.16
2063,"[2019, 2023, 2018, 2025, 2025]",2418.01
2064,"[2023, 2019, 2025, 2025, 2018]",2916.4
2065,"[2026, 2018, 2026, 2024, 2025]",2805.41
2066,"[2026, 2019, 2023, 2023, 2024]",3601.98
2067,"[2024, 2019, 2023, 2019, 2025]",2445.02
2068,"[2023, 2025, 2026, 2024, 2025]",2693.14
2069,"[2023, 2024, 2019, 2024, 2026]",2679.34
2070,"[2026, 2023, 2024, 2018, 2026]",3004.99
2071,"[2023, 2019, 2023, 2025, 2023]",4443.57
2072,"[2018, 2018, 2024, 2018, 2026]",2258.9
2073,"[2019, 2024, 2024, 2026, 2018]",2834.22
2074,"[2019, 2018, 2025, 2018, 2025]",2134.42
2075,"[2023, 2026, 2025, 2023, 2025]",2932.33
2076,"[2019, 2025, 2024, 2019, 2023]",3558.46
2077,"[2023, 2018, 2024, 2018, 2024]",3130.61
2078,"[2026, 2019, 2023, 2018, 2025]",2785.91
2079,"[2026, 2026, 2024, 2019, 2026]",3044.1
2080,"[2023, 2019, 2024, 2026, 2023]",4407.26
2081,"[2023, 2019, 2026, 2018, 2023]",4523.05
2082,"[2025, 2024, 2026, 2026, 2019]",2862.29
2083,"[2025, 2023, 2023, 2025, 2024]",3122.73
2084,"[2018, 2026, 2026, 2019, 2019]",3126.1
2085,"[2025, 2025, 2025, 2025, 2018]",2373.39
2086,"[2025, 2019, 2025, 2023, 2018]",2589.61
2087,"[2019, 2026, 2024, 2025, 2024]",3071.86
2088,"[2025, 2018, 2025, 2019, 2025]",2060.44
2089,"[2026, 2026, 2018, 2018, 2024]",3573.12
2090,"[2025, 2024, 2023, 2018, 2019]",2718.87
2091,"[2023, 2018, 2024, 2018, 2018]",3031.17
2092,"[2023, 2023, 2026, 2025, 2019]",3536.06
2093,"[2018, 2024, 2025, 2018, 2018]",2591.15
2094,"[2019, 2019, 2018, 2025, 2025]",2161.78
2095,"[2023, 2026, 2018, 2019, 2019]",3312.08
2096,"[2025, 2019, 2026, 2019, 2025]",2304.2
2097,"[2018, 2025, 2023, 2018, 2019]",2662.28
2098,"[2023, 2026, 2025, 2019, 2023]",4613.27
2099,"[2025, 2026, 2023, 2019, 2026]",2677.02
2100,"[2019, 2025, 2024, 2025, 2024]",2635.05
2101,"[2024, 2024, 2025, 2019, 2018]",2686.91
2102,"[2023, 2025, 2019, 2026, 2018]",3058.89
2103,"[2019, 2023, 2025, 2023, 2023]",4133.97
2104,"[2024, 2018, 2026, 2024, 2025]",2457.54
2105,"[2026, 2024, 2023, 2026, 2025]",2973.72
2106,"[2023, 2023, 2018, 2018, 2019]",3265.93
2107,"[2025, 2018, 2025, 2024, 2018]",2476.8
2108,"[2018, 2018, 2018, 2025, 2024]",2622.97
2109,"[2026, 2026, 2026, 2019, 2019]",3700.86
2110,"[2018, 2026, 2024, 2025, 2025]",2467.68
2111,"[2023, 2025, 2018, 2023, 2026]",2639.5
2112,"[2026, 2018, 2024, 2026, 2023]",4473.9
2113,"[2024, 2025, 2024, 2023, 2026]",2398.25
2114,"[2025, 2023, 2019, 2018, 2019]",2748.85
2115,"[2019, 2026, 2026, 2024, 2025]",2726.85
2116,"[2025, 2025, 2025, 2026, 2019]",2448.2
2117,"[2019, 2025, 2024, 2024, 2023]",3586.3
2118,"[2026, 2018, 2018, 2019, 2023]",4193.35
2119,"[2025, 2019, 2023, 2024, 2018]",2758.54
2120,"[2026, 2018, 2018, 2024, 2019]",2986.62
2121,"[2018, 2025, 2026, 2023, 2025]",2413.92
2122,"[2025, 2026, 2023, 2019, 2018]",3100.43
2123,"[2023, 2025, 2024, 2026, 2023]",4282.3
2124,"[2018, 2018, 2023, 2018, 2018]",2791.29
2125,"[2018, 2019, 2024, 2023, 2018]",2758.79
2126,"[2026, 2025, 2019, 2023, 2023]",4308.97
2127,"[2024, 2023, 2024, 2019, 2018]",3049.12
2128,"[2025, 2018, 2018, 2018, 2023]",3434.56
2129,"[2024, 2019, 2024, 2025, 2019]",2628.23
2130,"[2026, 2024, 2024, 2018, 2019]",3094.93
2131,"[2026, 2019, 2026, 2025, 2019]",3225.3
2132,"[2019, 2026, 2023, 2024, 2019]",3162.09
2133,"[2023, 2024, 2026, 2019, 2026]",2892.3
2134,"[2025, 2019, 2018, 2019, 2018]",2514.44
2135,"[2018, 2019, 2025, 2026, 2026]",2295.3
2136,"[2025, 2023, 2026, 2019, 2025]",2576.98
2137,"[2024, 2025, 2019, 2018, 2019]",2542.08
2138,"[2018, 2018, 2026, 2018, 2023]",3873.91
2139,"[2024, 2026, 2026, 2019, 2023]",4593.02
2140,"[2023, 2019, 2025, 2019, 2023]",4067.06
2141,"[2018, 2019, 2024, 2018, 2024]",2716.39
2142,"[2019, 2023, 2024, 2025, 2026]",2537.56
2143,"[2023, 2025, 2025, 2019, 2023]",3951.54
2144,"[2023, 2018, 2018, 2026, 2025]",2611.23
2145,"[2019, 2026, 2018, 2026, 2018]",3087.34
2146,"[2026, 2024, 2019, 2019, 2024]",3238.26
2147,"[2024, 2018, 2018, 2018, 2019]",2589.36
2148,"[2024, 2023, 2019, 2019, 2019]",2932.06
2149,"[2024, 2025, 2024, 2026, 2023]",3822.27
2150,"[2023, 2023, 2019, 2025, 2019]",3246.92
2151,"[2018, 2025, 2018, 2026, 2026]",2266.92
2152,"[2024, 2018, 2018, 2026, 2024]",2871.2
2153,"[2023, 2025, 2023, 2024, 2026]",2764.72
2154,"[2018, 2023, 2019, 2019, 2025]",2437.08
2155,"[2024, 2019, 2024, 2026, 2018]",2849.93
2156,"[2018, 2024, 2023, 2023, 2023]",4135.09
2157,"[2019, 2024, 2023, 2023, 2018]",3033.29
2158,"[2018, 2026, 2019, 2023, 2026]",2660.3
2159,"[2026, 2019, 2018, 2024, 2024]",3184.55
2160,"[2025, 2018, 2026, 2024, 2026]",2378.74
2161,"[2026, 2025, 2019, 2019, 2018]",2982.41
2162,"[2026, 2019, 2019, 2018, 2025]",2567.56
2163,"[2023, 2024, 2018, 2018, 2018]",3055.96
2164,"[2025, 2018, 2018, 2018, 2019]",2432.03
2165,"[2019, 2025, 2018, 2025, 2019]",2442.16
2166,"[2024, 2019, 2019, 2018, 2023]",3697.0
2167,"[2024, 2026, 2024, 2018, 2023]",4255.1
2168,"[2026, 2025, 2025, 2025, 2024]",2981.43
2169,"[2026, 2023, 2019, 2023, 2024]",3717.09
2170,"[2019, 2025, 2025, 2024, 2023]",3463.96
2171,"[2026, 2025, 2023, 2026, 2025]",2829.36
2172,"[2019, 2019, 2025, 2018, 2023]",3530.07
2173,"[2019, 2026, 2018, 2025, 2025]",2442.99
2174,"[2019, 2025, 2018, 2026, 2024]",2735.96
2175,"[2019, 2018, 2023, 2018, 2024]",2907.81
2176,"[2023, 2025, 2026, 2026, 2026]",2875.32
2177,"[2018, 2018, 2019, 2024, 2026]",2248.85
2178,"[2026, 2023, 2019, 2026, 2019]",3502.47
2179,"[2024, 2025, 2026, 2023, 2026]",2574.25
2180,"[2025, 2019, 2026, 2019, 2019]",2683.51
2181,"[2023, 2026, 2023, 2026, 2023]",5340.75
2182,"[2018, 2025, 2026, 2018, 2023]",3789.55
2183,"[2026, 2019, 2019, 2023, 2024]",3322.64
2184,"[2025, 2019, 2026, 2019, 2024]",2843.23
2185,"[2018, 2019, 2025, 2018, 2026]",2194.47
2186,"[2023, 2026, 2018, 2018, 2026]",2926.73
2187,"[2024, 2018, 2023, 2024, 2023]",4016.23
2188,"[2026, 2024, 2019, 2019, 2023]",4327.84
2189,"[2024, 2019, 2024, 2023, 2019]",2785.33
2190,"[2024, 2019, 2024, 2025, 2024]",2783.53
2191,"[2025, 2023, 2019, 2025, 2019]",2721.26
2192,"[2026, 2023, 2019, 2025, 2023]",4687.34
2193,"[2025, 2019, 2019, 2019, 2026]",2181.95
2194,"[2026, 2024, 2018, 2024, 2018]",3145.91
2195,"[2018, 2018, 2023, 2024, 2025]",2366.42
2196,"[2025, 2026, 2024, 2025, 2026]",2472.26
2197,"[2025, 2025, 2023, 2026, 2025]",2327.68
2198,"[2023, 2026, 2024, 2019, 2026]",2987.22
2199,"[2025, 2018, 2025, 2023, 2019]",2509.67
2200,"[2023, 2025, 2026, 2024, 2024]",3321.7
2201,"[2024, 2023, 2018, 2018, 2019]",2914.04
2202,"[2018, 2024, 2026, 2023, 2019]",2950.36
2203,"[2019, 2018, 2024, 2019, 2019]",2575.7
2204,"[2023, 2023, 2025, 2024, 2018]",3325.85
2205,"[2018, 2023, 2018, 2018, 2026]",2495.85
2206,"[2018, 2026, 2023, 2024, 2026]",2775.93
2207,"[2025, 2025, 2024, 2019, 2018]",2488.07
2208,"[2024, 2026, 2024, 2023, 2023]",4460.24
2209,"[2026, 2026, 2026, 2026, 2018]",3970.95
2210,"[2025, 2023, 2018, 2025, 2018]",2778.16
2211,"[2026, 2023, 2018, 2019, 2018]",3421.74
2212,"[2025, 2019, 2019, 2026, 2023]",3643.64
2213,"[2025, 2019, 2025, 2019, 2023]",3410.16
2214,"[2024, 2018, 2023, 2026, 2019]",2949.75
2215,"[2019, 2019, 2018, 2026, 2019]",2658.85
2216,"[2024, 2019, 2018, 2018, 2026]",2309.47
2217,"[2025, 2024, 2026, 2023, 2026]",2540.21
2218,"[2024, 2023, 2023, 2024, 2019]",3202.53
2219,"[2019, 2018, 2026, 2023, 2019]",2897.43
2220,"[2025, 2018, 2023, 2023, 2018]",2846.33
2221,"[2025, 2019, 2025, 2018, 2018]",2468.33
2222,"[2025, 2018, 2018, 2018, 2026]",2155.18
2223,"[2019, 2024, 2018, 2024, 2026]",2319.48
2224,"[2024, 2026, 2023, 2018, 2026]",2844.73
2225,"[2018, 2018, 2019, 2026, 2019]",2630.24
2226,"[2024, 2026, 2019, 2024, 2026]",2648.06
2227,"[2024, 2025, 2026, 2019, 2023]",3931.34
2228,"[2023, 2025, 2026, 2023, 2025]",2800.49
2229,"[2018, 2026, 2024, 2026, 2026]",2689.27
2230,"[2023, 2024, 2018, 2026, 2018]",3199.41
2231,"[2023, 2023, 2019, 2024, 2024]",3506.83
2232,"[2019, 2019, 2023, 2024, 2023]",3940.62
2233,"[2024, 2025, 2024, 2025, 2024]",2703.77
2234,"[2023, 2026, 2018, 2024, 2019]",3338.65
2235,"[2024, 2018, 2024, 2023, 2023]",3903.39
2236,"[2025, 2018, 2019, 2026, 2026]",2263.49
2237,"[2019, 2023, 2024, 2023, 2019]",3034.85
2238,"[2026, 2018, 2023, 2024, 2018]",3334.73
2239,"[2018, 2023, 2019, 2024, 2024]",3023.35
2240,"[2024, 2026, 2023, 2023, 2019]",3371.15
2241,"[2018, 2019, 2023, 2019, 2019]",2745.99
2242,"[2025, 2026, 2019, 2025, 2026]",2436.74
2243,"[2026, 2026, 2026, 2026, 2019]",3870.54
2244,"[2024, 2026, 2018, 2024, 2025]",2558.75
2245,"[2025, 2025, 2019, 2024, 2024]",2553.74
2246,"[2026, 2024, 2024, 2024, 2024]",3311.45
2247,"[2023, 2018, 2019, 2023, 2023]",4311.36
2248,"[2023, 2025, 2018, 2024, 2023]",4046.45
2249,"[2025, 2026, 2023, 2025, 2018]",3063.28
2250,"[2018, 2026, 2026, 2026, 2025]",2800.89
2251,"[2019, 2018, 2018, 2024, 2026]",2258.63
2252,"[2026, 2023, 2023, 2018, 2024]",3840.72
2253,"[2025, 2024, 2019, 2018, 2026]",2222.47
